name,salary_from,salary_to,salary_currency,area_name,published_at
Senior Mobile QA Engineer (Цифровые поверхности Салют SberDevices),150000,,RUR,Москва,2022-12-19T16:48:18+0300
Наладчик-оператор станков с ЧПУ,60000,90000,RUR,Нижний Новгород,2022-12-19T16:48:17+0300
QA engineer/ QA auto engineer (middle/middle+),,,,Санкт-Петербург,2022-12-19T16:48:14+0300
Ведущий разработчик 1С,,,,Москва,2022-12-19T16:48:11+0300
Контент-менеджер/помощник маркетолога,45000,,RUR,Санкт-Петербург,2022-12-19T16:48:10+0300
Программист-разработчик 1 С,120000,160000,RUR,Москва,2022-12-19T16:48:09+0300
Flutter Developer Strong Middle/Senior,1000,2000,USD,Ташкент,2022-12-19T16:48:05+0300
Fullstack Web-разработчик,130000,,RUR,Санкт-Петербург,2022-12-19T16:47:59+0300
Инженер отдела технической поддержки,80000,,RUR,Москва,2022-12-19T16:47:54+0300
Bitrix разработчик,,150000,RUR,Саранск,2022-12-19T16:47:49+0300
FullStack PHP developer (remote),,,,Москва,2022-12-19T16:47:41+0300
QA Engineer / Тестировщик (Омск),,,,Омск,2022-12-19T16:47:26+0300
Системный администратор,85000,100000,RUR,Москва,2022-12-19T16:47:16+0300
Middle/Senior Node.js Developer (remote),,,,Москва,2022-12-19T16:47:11+0300
Менеджер проектов со знанием немецкого языка,60318,60318,RUR,Москва,2022-12-19T16:47:05+0300
HTML разработчик,,,,Санкт-Петербург,2022-12-19T16:47:01+0300
Frontend Angular разработчик,150000,280000,RUR,Москва,2022-12-19T16:47:00+0300
Продуктовый аналитик,,,,Москва,2022-12-19T16:46:44+0300
Специалист сервисного центра (Ленина),30000,,RUR,Джанкой,2022-12-19T16:46:38+0300
Системный аналитик,,,,Санкт-Петербург,2022-12-19T16:46:34+0300
Специалист сервисного центра (Советской Армии),30000,60000,RUR,Армавир,2022-12-19T16:46:34+0300
Инженер по техническому обслуживанию и ремонту систем пожарной безопасности,60000,65000,RUR,Луховицы,2022-12-19T16:46:31+0300
Дизайнер,30000,,RUR,Саранск,2022-12-19T16:46:31+0300
Разработчик программного обеспечения (developer),,,,Москва,2022-12-19T16:46:27+0300
Программист 1С,,,,Москва,2022-12-19T16:46:27+0300
Content Game Designer,,,,Москва,2022-12-19T16:46:26+0300
Специалист сервисного центра (Доваторцев),30000,46000,RUR,Ставрополь,2022-12-19T16:46:25+0300
Специалист сервисного центра (ТЦ Красная Площадь),27000,55000,RUR,Краснодар,2022-12-19T16:46:21+0300
Web-дизайнер,500,,USD,Минск,2022-12-19T16:46:18+0300
Инженер по ремонту крупной бытовой техники (п. Индустриальный),50000,70000,RUR,Краснодар,2022-12-19T16:46:18+0300
Специалист нагрузочного тестирования,110000,,RUR,Москва,2022-12-19T16:46:17+0300
Инженер по ремонту крупной бытовой техники (ул. Северная),60000,80000,RUR,Сочи,2022-12-19T16:46:15+0300
Специалист сервисного центра (Красная),30000,50000,RUR,Кропоткин,2022-12-19T16:46:12+0300
Специалист сервисного центра (Черникова),27000,50000,RUR,Волгодонск,2022-12-19T16:46:07+0300
Инженер по информационной безопасности,150000,,RUR,Санкт-Петербург,2022-12-19T16:46:05+0300
Разработчик баз данных,,,,Москва,2022-12-19T16:46:04+0300
Специалист сервисного центра (Северная),45000,60000,RUR,Сочи,2022-12-19T16:46:04+0300
Инженер-электроник / инженер-схемотехник,100000,,RUR,Санкт-Петербург,2022-12-19T16:46:02+0300
Оператор перемоточного станка,63500,63500,RUR,Санкт-Петербург,2022-12-19T16:46:01+0300
Специалист сервисного центра (ТЦ Sea Mall),30000,55000,RUR,Севастополь,2022-12-19T16:45:54+0300
Специалист сервисного центра (Уральская),40000,,RUR,Краснодар,2022-12-19T16:45:51+0300
Технический эксперт в отдел технического маркетинга,,,,Санкт-Петербург,2022-12-19T16:45:51+0300
Программист-консультант 1С,130000,140000,RUR,Москва,2022-12-19T16:45:48+0300
Системный администратор,35000,,RUR,Тамбов,2022-12-19T16:45:47+0300
Специалист сервисного центра (ТЦ Велес),27000,55000,RUR,Донецк (Ростовская область),2022-12-19T16:45:45+0300
Токарь-универсал,1750,,BYR,Минск,2022-12-19T16:45:44+0300
Инженер сервисного центра (50-летия Ростсельмаша),,,,Ростов-на-Дону,2022-12-19T16:45:40+0300
QA-специалист / тестировщик,30000,,RUR,Ростов-на-Дону,2022-12-19T16:45:40+0300
Инженер сервисного центра по ремонту ноутбуков и компьютерных комплектующих (50-летия Ростсельмаша),65000,80000,RUR,Белая Калитва,2022-12-19T16:45:38+0300
Системный аналитик,130000,150000,RUR,Санкт-Петербург,2022-12-19T16:45:38+0300
Инженер сервисного центра по ремонту ноутбуков и компьютерных комплектующих (50-летия Ростсельмаша),65000,80000,RUR,Каменск-Шахтинский,2022-12-19T16:45:31+0300
Наладчик-оператор строительного 3Д-принтера,80000,,RUR,Москва,2022-12-19T16:45:24+0300
Механик по обслуживанию торгового холодильного оборудования,80000,100000,RUR,Москва,2022-12-19T16:45:18+0300
Аналитик данных,200000,,RUR,Казань,2022-12-19T16:45:12+0300
Риск-менеджер (резервы РСБУ),,,,Уфа,2022-12-19T16:45:09+0300
Риск-менеджер (резервы РСБУ),,,,Екатеринбург,2022-12-19T16:45:09+0300
Аналитик отдела розничных продаж нефтепродуктов,140000,,RUR,Москва,2022-12-19T16:45:06+0300
Full-stack программист,,,,Санкт-Петербург,2022-12-19T16:44:53+0300
Core Gameplay Designer,,,,Санкт-Петербург,2022-12-19T16:44:45+0300
Инженер сервисного центра по ремонту ноутбуков и компьютерных комплектующих (50-летия Ростсельмаша),65000,80000,RUR,Красный Сулин,2022-12-19T16:44:28+0300
Риск-менеджер (резервы РСБУ),,,,Москва,2022-12-19T16:44:27+0300
Риск-менеджер (резервы РСБУ),,,,Санкт-Петербург,2022-12-19T16:44:27+0300
Инженер сервисного центра по ремонту смартфонов / планшетов (50-летия Ростсельмаша),65000,80000,RUR,Белая Калитва,2022-12-19T16:44:24+0300
Механик,100000,100000,RUR,Иркутск,2022-12-19T16:44:20+0300
Инженер сервисного центра по ремонту смартфонов / планшетов (50-летия Ростсельмаша),65000,80000,RUR,Каменск-Шахтинский,2022-12-19T16:44:18+0300
Оператор по работе с входящими звонками (без продаж),32000,45000,RUR,Ростов-на-Дону,2022-12-19T16:44:16+0300
Middle Frontend Разработчик,60000,90000,RUR,Челябинск,2022-12-19T16:44:10+0300
Инженер сервисного центра по ремонту смартфонов / планшетов (50-летия Ростсельмаша),65000,80000,RUR,Красный Сулин,2022-12-19T16:44:06+0300
Инженер сервисного центра по ремонту смартфонов / планшетов (50-летия Ростсельмаша),65000,80000,RUR,Шахты,2022-12-19T16:44:03+0300
Редактор,60000,100000,RUR,Санкт-Петербург,2022-12-19T16:44:02+0300
Flutter - разработчик,,,,Москва,2022-12-19T16:44:01+0300
Ведущий Системный аналитик,,,,Москва,2022-12-19T16:44:01+0300
Помощник оператора станков с программным управлением,,,,Краснодар,2022-12-19T16:44:00+0300
Ведущий инженер по обслуживанию медицинского оборудования и инженерных систем,1700,,BYR,Минск,2022-12-19T16:43:59+0300
Инженер сервисного центра по ремонту смартфонов / планшетов (50-летия Ростсельмаша),65000,80000,RUR,Таганрог,2022-12-19T16:43:59+0300
Инженер сервисного центра по ремонту смартфонов / планшетов (50-летия Ростсельмаша),65000,80000,RUR,Семикаракорск,2022-12-19T16:43:56+0300
Инженер сервисного центра по ремонту смартфонов / планшетов (50-летия Ростсельмаша),65000,80000,RUR,Цимлянск,2022-12-19T16:43:53+0300
Системный аналитик,,,,Екатеринбург,2022-12-19T16:43:53+0300
Инженер сервисного центра по ремонту смартфонов / планшетов (50-летия Ростсельмаша),65000,80000,RUR,Волгодонск,2022-12-19T16:43:50+0300
Инженер сервисного центра по ремонту смартфонов / планшетов (50-летия Ростсельмаша),65000,80000,RUR,Сальск,2022-12-19T16:43:48+0300
